id_evento,data_evento,hora_evento,bairro,municipio,uf,latitude,longitude,tipo_evento,intensidade_evento,precipitacao_mm,duracao_horas,velocidade_vento_kmh,temperatura_celsius,umidade_relativa,nivel_mare_cm,area_afetada_m2,residencias_afetadas,populacao_afetada,nivel_alerta,tempo_resposta_horas,orgao_responsavel,status_atendimento,descricao_ocorrencia,custo_estimado_reais,Fluxo_agua_m2_seg,Total_acumulad0_L,Altura_cm
0452,2024-05-20,01:31,Catiapoã,Praia Grande,SP,-23.88697,-46.306063,alagamento,leve,127.5,2.4,84.1,17.5,92,191.6,3611,167,400,alto,19.86,Defesa Civil,pendente,Dolores hic dolore itaque ipsam veniam nulla repellendus delectus molestias quo.,468979.03,197,97,62
0453,2023-02-19,23:40,Gonzaguinha,Guarujá,SP,-23.865688,-46.294318,maré alta,moderada,15.2,7.29,103.4,25.9,94,49.1,1415,147,537,emergência,17.33,Defesa Civil,pendente,Hic aut officiis repellendus ex sunt culpa illum fugiat.,421932.01,76,141,26
0454,2025-03-23,15:37,Gonzaguinha,Praia Grande,SP,-23.926268,-46.311629,chuva forte,forte,111.2,3.04,4.2,17,48,36.5,709,164,655,baixo,13.55,Polícia Militar,concluído,Distinctio corrupti culpa consequatur possimus in ut eos ipsa.,206180.23,66,17,55
0455,2023-05-30,01:12,Embaré,São Vicente,SP,-23.886669,-46.272125,granizo,leve,97,4.77,20,22.7,58,128.6,43,58,156,alto,6.34,Prefeitura,em andamento,Perspiciatis saepe tempora reiciendis consequatur beatae molestiae dolorem voluptatibus exercitationem non rerum ducimus voluptas facilis.,426275.38,182,62,70
0456,2022-11-08,08:16,Itararé,São Vicente,SP,-23.869506,-46.310122,vento intenso,forte,68.7,7.55,64.9,15.9,73,23.1,4175,94,975,alto,2.11,Defesa Civil,em andamento,Itaque accusamus sit ipsam odit rem nobis eligendi eos nihil consectetur quas rerum odio.,49573.21,131,129,60
0457,2024-10-20,21:23,Catiapoã,Guarujá,SP,-23.93669,-46.310926,inundação,severa,87.3,2.69,110,25.7,79,82.2,3550,49,314,emergência,3.39,Polícia Militar,concluído,Nulla dolor minus harum assumenda animi delectus iusto officiis exercitationem est adipisci ullam vero.,219507.94,22,36,30
0458,2023-06-09,08:35,Parque Bitaru,Santos,SP,-23.865754,-46.298094,vento intenso,moderada,197.2,7.15,99.9,35.2,45,198,3359,190,722,moderado,1.11,Polícia Militar,em andamento,Expedita dolores vero magnam aliquid nobis eius facere vel exercitationem temporibus tenetur.,214447.08,4,50,195
0459,2024-05-28,14:29,Vila Margarida,São Vicente,SP,-23.917925,-46.315002,inundação,moderada,94.8,1.97,86.4,19.3,69,153.6,2842,105,469,baixo,14.99,Polícia Militar,concluído,Corrupti nihil hic eaque alias doloribus asperiores asperiores dignissimos adipisci exercitationem eius.,243640.51,99,94,144
0460,2023-11-25,00:56,Centro,Praia Grande,SP,-23.94084,-46.27302,granizo,leve,38.2,5.93,106.8,31.9,75,210.6,285,139,909,baixo,16.11,Polícia Militar,em andamento,Ad tempora nostrum cumque dignissimos temporibus fugiat pariatur sit consequatur aliquid amet illo accusamus incidunt facilis.,182501.33,141,60,110
0461,2024-05-01,19:53,Centro,São Vicente,SP,-23.899467,-46.293144,alagamento,severa,110.1,10.1,41.3,19.6,45,63.8,997,171,77,baixo,13.88,Corpo de Bombeiros,concluído,Rem dignissimos sit facilis accusamus aliquid dolorum placeat eius sit corporis voluptatum nobis perspiciatis.,212560.12,146,99,21
0462,2025-06-22,11:09,Japuí,São Vicente,SP,-23.855712,-46.30049,vento intenso,leve,60.4,8.01,14.3,33.5,87,180.4,1635,86,246,moderado,17.51,Defesa Civil,pendente,Qui non aspernatur libero pariatur consequuntur nisi dolorum laboriosam voluptatem facilis deserunt iure.,265577.08,199,67,131
0463,2025-05-14,12:11,Embaré,Guarujá,SP,-23.899023,-46.332796,inundação,forte,23.6,11.75,18.2,21.1,76,163.7,3693,13,738,emergência,6.1,Polícia Militar,em andamento,Consequuntur minus et libero ducimus voluptatibus molestias sequi.,466497.25,197,91,107
0464,2024-04-13,22:22,Boqueirão,Praia Grande,SP,-23.937448,-46.320217,vento intenso,forte,109.7,4.63,42,35.1,46,242.6,1625,145,479,emergência,23.64,Corpo de Bombeiros,em andamento,Praesentium facilis nobis placeat reprehenderit sunt neque veritatis alias.,263023.12,187,80,152
0465,2023-01-20,05:45,Boqueirão,São Vicente,SP,-23.863243,-46.269743,maré alta,leve,132,7.61,99.1,36.8,99,122,3240,76,295,baixo,9.92,Defesa Civil,pendente,Dicta eaque aut voluptates quis itaque corporis aut repellat consequuntur voluptate adipisci quaerat voluptatem aliquam.,418010.43,150,129,163
0466,2023-02-20,01:27,Boqueirão,Santos,SP,-23.867725,-46.307733,maré alta,severa,177.3,7.22,88.6,34.4,40,175.4,3268,97,884,baixo,21.01,Corpo de Bombeiros,pendente,Cupiditate eveniet deleniti repellendus exercitationem at magnam veritatis exercitationem.,125173.12,29,18,79
0467,2023-06-16,14:20,Boqueirão,Guarujá,SP,-23.924029,-46.272647,alagamento,forte,80.3,3.2,47.3,24.9,97,230.5,1539,20,116,alto,2.6,Corpo de Bombeiros,em andamento,Tenetur sapiente explicabo vel impedit laudantium ad laborum ratione itaque incidunt praesentium minus accusantium.,166245.82,1,25,63
0468,2024-04-10,04:35,Centro,Praia Grande,SP,-23.94965,-46.257164,maré alta,leve,6.4,9.15,16.6,23.1,45,98.2,227,51,474,alto,7.1,Corpo de Bombeiros,concluído,Ipsam tempore neque nobis nihil perspiciatis dolores cum qui exercitationem quibusdam ullam.,91571.31,110,64,7
0469,2023-08-02,08:07,Aparecida,Santos,SP,-23.871054,-46.339252,vento intenso,leve,18.6,9.07,21.2,18.6,98,198.2,2733,82,920,baixo,23.36,Polícia Militar,concluído,In ex reprehenderit magni esse maiores quae eveniet.,256188.32,112,131,168
0470,2024-03-09,01:30,Gonzaguinha,Guarujá,SP,-23.871623,-46.315984,alagamento,leve,22.4,4.93,76.1,18.3,81,46,3964,35,101,alto,5.14,Prefeitura,pendente,Ipsum distinctio expedita fuga pariatur suscipit facilis nisi molestiae laudantium.,453764.72,21,139,48
0471,2025-10-05,05:18,Boqueirão,Santos,SP,-23.87561,-46.295726,granizo,severa,178.6,9.66,28.2,15.8,92,175,3596,120,823,alto,12.04,Defesa Civil,concluído,Aliquam exercitationem neque quibusdam cumque rem totam veniam molestiae fugiat enim magnam ab porro.,392678.51,22,189,139
0472,2023-12-14,11:23,Vila Margarida,Guarujá,SP,-23.852009,-46.346514,chuva forte,severa,146.2,6.28,10.2,18.4,89,172.4,2990,17,890,baixo,14.3,Corpo de Bombeiros,pendente,Rerum iure provident vitae nostrum cumque expedita harum.,492213.07,61,175,106
0473,2025-07-06,02:00,Japuí,Guarujá,SP,-23.906418,-46.268016,granizo,moderada,152.1,6.75,97.9,26.6,100,64.2,3682,178,561,emergência,16.22,Polícia Militar,em andamento,Iusto dignissimos accusantium eligendi placeat aspernatur adipisci molestias quam quasi natus et quae.,261808.76,120,186,117
0474,2025-02-04,11:10,Catiapoã,Santos,SP,-23.885266,-46.318038,maré alta,forte,99.6,5.48,76.8,16.7,54,217.9,3243,130,315,moderado,9.92,Polícia Militar,em andamento,Debitis itaque enim id tempora tempore sequi maxime alias.,364135.38,156,61,175
0475,2024-12-21,01:22,Gonzaguinha,Guarujá,SP,-23.925297,-46.311286,granizo,moderada,156.7,10.99,39.5,17.7,77,6.5,166,30,846,emergência,16.42,Corpo de Bombeiros,concluído,Quia incidunt architecto ducimus eius dignissimos modi nam architecto alias eum placeat magni.,153850.66,87,160,140
0476,2023-08-09,05:31,Boqueirão,Mongaguá,SP,-23.937321,-46.29595,granizo,severa,60.9,8.66,30.1,26.5,84,171.9,2343,165,284,moderado,12.54,Defesa Civil,em andamento,Fugiat eveniet ut saepe soluta perspiciatis facilis commodi non aperiam.,279215.88,21,9,59
0477,2025-05-07,05:03,Japuí,São Vicente,SP,-23.943208,-46.342356,chuva forte,leve,13,1.8,23.9,31,48,129.5,2649,68,239,baixo,1.14,Polícia Militar,concluído,Officiis at totam distinctio reprehenderit dignissimos autem cumque corrupti quas beatae.,220096.86,191,58,76
0478,2023-08-01,08:08,Itararé,São Vicente,SP,-23.855287,-46.268721,alagamento,severa,177.8,8.82,1.5,24.1,43,245.8,2789,160,890,moderado,13.21,Corpo de Bombeiros,em andamento,Libero assumenda quos adipisci dignissimos magni similique commodi unde minima voluptas voluptatibus.,423331.77,83,182,132
0479,2024-03-31,02:28,Japuí,Mongaguá,SP,-23.871226,-46.275972,inundação,severa,147.9,9.27,61.7,31.4,70,135.5,2691,140,482,alto,15.53,Prefeitura,concluído,Reiciendis necessitatibus deleniti nihil veritatis commodi rerum dolores quidem reiciendis.,80661.68,98,166,176
0480,2025-11-01,15:34,Catiapoã,Guarujá,SP,-23.861467,-46.287303,vento intenso,moderada,41.5,1.43,48.1,31.1,96,209.5,4327,66,380,baixo,23.53,Defesa Civil,em andamento,Ut doloribus distinctio impedit numquam inventore dolorem repellat sit eveniet occaecati eius eos numquam debitis.,418755.55,55,120,91
0481,2024-04-26,04:14,Embaré,Mongaguá,SP,-23.920961,-46.31962,alagamento,leve,85,0.75,98.7,17.2,72,138.4,4654,146,826,moderado,13.34,Polícia Militar,concluído,Voluptas vero id placeat perspiciatis ut tempora.,234440.99,119,86,111
0482,2025-06-29,20:57,Aparecida,Mongaguá,SP,-23.905667,-46.321857,maré alta,severa,14.9,1.6,25,26.6,40,23.5,2916,33,986,moderado,8.87,Prefeitura,em andamento,Tenetur fuga expedita fuga recusandae eaque soluta eveniet quidem in quidem aliquam temporibus repellendus natus vero.,184342.6,24,175,193
0483,2024-12-20,04:04,Vila Margarida,São Vicente,SP,-23.87576,-46.287374,chuva forte,moderada,34.6,9.52,58,15.4,61,69.4,3858,6,245,emergência,13.77,Polícia Militar,concluído,Exercitationem odio assumenda quaerat debitis deleniti cupiditate nisi officia reiciendis iusto quo.,16501.79,25,113,95
0484,2023-07-13,16:20,Aparecida,Guarujá,SP,-23.903861,-46.291669,vento intenso,moderada,10.7,3.68,56.5,27.6,90,204.9,3202,43,686,baixo,4.01,Corpo de Bombeiros,concluído,Animi velit iusto accusamus saepe nobis porro ipsam neque provident modi non.,387502.33,82,81,48
0485,2023-08-02,23:54,Itararé,Santos,SP,-23.859808,-46.28067,granizo,leve,130.3,7.51,78.7,22.9,42,89.2,4133,110,747,emergência,4.59,Defesa Civil,concluído,Quos provident itaque blanditiis occaecati delectus reiciendis fugiat minima doloremque voluptatum explicabo officiis quo modi adipisci.,417251.25,158,24,15
0486,2024-12-01,15:33,Boqueirão,São Vicente,SP,-23.898051,-46.278258,inundação,moderada,68.5,3.43,51.6,27.6,52,244.1,1018,171,856,moderado,6.27,Defesa Civil,pendente,Praesentium nostrum dolore ullam ut excepturi consequuntur neque accusantium ullam sapiente.,158256.44,123,193,197
0487,2024-07-31,10:37,Embaré,Santos,SP,-23.895927,-46.3095,vento intenso,severa,110.5,1.95,89.2,17.1,52,91.4,2482,59,550,moderado,20.9,Prefeitura,pendente,Recusandae consequuntur dolorem porro animi neque porro cum autem quaerat beatae ut reprehenderit at.,196126.92,107,64,83
0488,2023-03-16,10:14,Embaré,São Vicente,SP,-23.90309,-46.321334,chuva forte,leve,79.6,7.62,102.5,20.7,62,245.2,1031,89,191,emergência,14.77,Defesa Civil,pendente,Laboriosam officia ratione voluptate ipsa error blanditiis minima quod voluptatem totam dignissimos error nobis accusantium fugit.,126043.58,15,178,87
0489,2023-01-31,19:58,Aparecida,Praia Grande,SP,-23.874286,-46.251181,vento intenso,severa,60.1,9.93,52,37.8,93,116.4,1160,40,615,alto,11.72,Polícia Militar,concluído,In perspiciatis rem perferendis ut sit tenetur.,285283.5,162,171,104
0490,2025-06-10,04:10,Centro,Mongaguá,SP,-23.877781,-46.328283,vento intenso,leve,124.4,2.31,41.2,27.5,69,153.4,2128,54,972,baixo,14.69,Corpo de Bombeiros,pendente,Eaque aliquam rem excepturi eum vel commodi corrupti mollitia velit vel.,87003.63,187,99,145
0491,2025-02-09,06:26,Embaré,Praia Grande,SP,-23.852307,-46.263313,inundação,leve,36.9,8.22,54.2,24.5,92,35.9,4974,91,120,baixo,0.58,Polícia Militar,concluído,Pariatur perferendis consequuntur non saepe hic sunt.,445448.02,90,28,199
0492,2025-04-26,00:14,Parque Bitaru,Guarujá,SP,-23.877954,-46.326643,maré alta,moderada,91.8,1.14,29.6,31.7,96,29.5,274,122,728,moderado,14.34,Prefeitura,pendente,Perspiciatis reprehenderit repellendus repellat tempora sapiente quisquam assumenda sint ea aliquid rerum.,316127.25,55,148,20
0493,2025-03-16,07:02,Centro,Santos,SP,-23.919067,-46.286417,vento intenso,moderada,73.8,0.86,28.4,19.9,86,41.4,4052,170,435,moderado,6.72,Defesa Civil,pendente,Magnam ratione odio numquam sint veniam cum autem aut ea eligendi inventore.,329657.72,147,122,129
0494,2023-03-22,04:50,Boqueirão,Santos,SP,-23.896909,-46.269988,maré alta,moderada,39.9,0.5,21.9,31.2,68,132.4,4682,108,547,alto,11.63,Prefeitura,em andamento,A a quibusdam beatae odio ullam nesciunt molestiae rerum tempore saepe.,158771.67,92,135,165
0495,2023-05-05,17:07,Centro,São Vicente,SP,-23.884577,-46.30134,granizo,leve,96.4,3.57,110.9,37.9,62,139.5,2764,102,491,emergência,1.42,Defesa Civil,em andamento,Vero saepe placeat incidunt porro repellat fuga vero.,54774,185,199,15
0496,2024-06-24,16:20,Itararé,Mongaguá,SP,-23.866891,-46.332195,inundação,severa,90.7,3.62,1.3,30.9,84,34.5,324,115,601,emergência,17.9,Defesa Civil,concluído,Sint sit tenetur veniam temporibus accusantium ullam error quis itaque sed recusandae quas a temporibus harum.,224932.57,53,16,70
0497,2024-06-24,15:14,Itararé,Guarujá,SP,-23.88958,-46.280526,maré alta,leve,62.6,8.32,77.7,17.3,96,28.8,4937,115,164,emergência,4.23,Corpo de Bombeiros,em andamento,Totam similique incidunt magnam voluptatum sint possimus nesciunt exercitationem perspiciatis ab soluta.,212152.63,101,51,132
0498,2024-04-03,22:53,Boqueirão,Praia Grande,SP,-23.94433,-46.254519,maré alta,leve,78.3,3.08,59.4,30.1,69,25.4,3381,192,855,alto,23.32,Defesa Civil,pendente,Voluptas reprehenderit at unde porro aperiam nemo assumenda aliquam nulla ea eum assumenda quae facilis voluptate.,185225.37,195,194,115
0499,2024-07-25,17:16,Embaré,Praia Grande,SP,-23.877213,-46.339242,vento intenso,forte,118.5,8.95,68.5,29.7,51,96.9,2347,175,914,baixo,13.41,Prefeitura,em andamento,Cum enim eius nihil sunt placeat sequi fugiat facilis assumenda consequatur omnis nostrum esse explicabo.,9031.19,151,154,147
0500,2023-08-27,21:00,Catiapoã,Mongaguá,SP,-23.910343,-46.296338,granizo,severa,67.7,9.15,27.2,18.9,79,229.1,104,19,790,alto,7.88,Corpo de Bombeiros,concluído,Ad aperiam autem voluptates eum ea explicabo sapiente voluptates aspernatur deserunt.,371586.3,37,77,193
0501,2024-10-08,23:55,Itararé,Mongaguá,SP,-23.878716,-46.306237,vento intenso,severa,83.9,10.18,55.4,15.7,59,27.3,2135,137,739,alto,18.4,Prefeitura,pendente,Ea minus dolores dolorem ipsa voluptate excepturi sed error eius quas quisquam mollitia minima sunt.,35326.28,138,184,173
0502,2025-07-18,03:26,Parque Bitaru,Mongaguá,SP,-23.895016,-46.313313,alagamento,forte,2.6,8.97,35,22.1,72,115.4,2328,183,212,moderado,6.75,Corpo de Bombeiros,pendente,Quod voluptatum dolorum officia deserunt reprehenderit soluta id consectetur quam ducimus commodi libero aperiam optio.,260975.61,145,182,86
0503,2024-12-15,19:12,Itararé,São Vicente,SP,-23.893452,-46.320714,granizo,leve,120.2,6.37,21.2,21.8,53,99.7,4469,177,943,moderado,7.08,Corpo de Bombeiros,concluído,Iure dolore vitae labore aspernatur recusandae perferendis rem voluptate temporibus consequatur explicabo repudiandae alias.,493762.1,64,101,104
0504,2023-02-05,19:33,Boqueirão,Praia Grande,SP,-23.938683,-46.254517,vento intenso,moderada,167.6,0.92,90.3,26.2,98,124.4,3474,72,439,emergência,18.11,Polícia Militar,pendente,Nam non magnam commodi odio laborum debitis impedit dolor hic deleniti perferendis minima ducimus aspernatur.,327153.51,164,46,58
0505,2025-06-28,17:32,Parque Bitaru,Guarujá,SP,-23.929744,-46.255882,granizo,forte,158.5,5.91,78.7,28.7,94,118.1,2737,101,68,alto,0.45,Corpo de Bombeiros,em andamento,Magnam quae nesciunt assumenda eius consectetur voluptates libero iste facere libero iste inventore delectus.,226660.18,154,81,191
0506,2023-03-28,05:43,Itararé,São Vicente,SP,-23.850881,-46.268731,inundação,leve,120.5,7.11,76.3,23.3,49,244.1,2022,37,507,alto,18.58,Prefeitura,em andamento,Reiciendis aut ullam maxime deleniti qui dolor corporis.,379943.12,20,12,194
0507,2025-05-19,01:22,Japuí,Guarujá,SP,-23.936213,-46.323464,granizo,moderada,140.2,4.96,50.2,22.4,75,18.7,2389,155,77,emergência,4.38,Corpo de Bombeiros,concluído,Eveniet porro magni atque quisquam explicabo aut a tempore tempora praesentium.,474130.6,119,28,113
0508,2025-02-17,11:51,Boqueirão,Praia Grande,SP,-23.924269,-46.308196,inundação,forte,89.3,7.97,75.4,16.2,89,67.7,4452,184,156,baixo,12.14,Prefeitura,concluído,Ipsum molestiae illo rerum quibusdam iure unde repudiandae omnis hic eligendi odio.,84326.71,144,2,199
0509,2023-09-12,21:48,Aparecida,Guarujá,SP,-23.878054,-46.305218,chuva forte,forte,136.3,11.46,75.1,18.5,44,179.7,2353,149,967,moderado,1.95,Defesa Civil,em andamento,Explicabo est tempore excepturi possimus optio molestias reiciendis velit.,144874.22,163,159,139
0510,2024-03-19,00:12,Catiapoã,Praia Grande,SP,-23.926259,-46.312189,inundação,moderada,174.5,10.61,90.1,35.9,79,183.1,3465,110,384,alto,0.11,Corpo de Bombeiros,pendente,Aliquid vero quos animi esse similique enim esse neque natus impedit quis enim impedit.,327814.02,54,103,194
0511,2023-03-10,02:32,Catiapoã,Praia Grande,SP,-23.855896,-46.272886,inundação,severa,94.9,10.1,52,26.5,42,57.6,1839,91,420,alto,19.24,Prefeitura,pendente,Soluta aliquid harum expedita repudiandae quae minima natus ea.,57010.59,155,105,33
0512,2025-03-14,07:48,Aparecida,Guarujá,SP,-23.867594,-46.303295,alagamento,leve,126.3,4.65,22,27.9,71,95.9,2422,15,797,baixo,4.53,Defesa Civil,concluído,Provident sapiente quisquam deserunt repellat delectus suscipit id perferendis incidunt voluptatibus aspernatur.,408789.38,80,8,47
0513,2025-02-04,22:56,Vila Margarida,Santos,SP,-23.877091,-46.331603,maré alta,severa,23.2,11.27,41.4,19.7,82,7,2320,124,25,moderado,22.57,Prefeitura,pendente,Sunt odio architecto quibusdam repudiandae impedit animi in inventore.,346560.44,172,46,164
0514,2025-06-04,01:26,Parque Bitaru,Guarujá,SP,-23.86278,-46.330165,alagamento,forte,197.7,2.81,59.5,16.3,82,94.7,2109,173,632,emergência,9.76,Prefeitura,pendente,Laboriosam velit quisquam veritatis soluta impedit fugit quibusdam exercitationem voluptates molestias error reprehenderit ducimus tempore alias.,22948.56,23,153,85
0515,2025-03-06,17:58,Boqueirão,Guarujá,SP,-23.938924,-46.270975,chuva forte,moderada,11.6,3.24,35.1,32.3,61,238.8,2114,110,634,emergência,22.6,Prefeitura,em andamento,Voluptate numquam fugiat odio quaerat quas commodi.,136415.51,106,12,31
0516,2025-05-30,03:24,Boqueirão,Santos,SP,-23.939036,-46.283731,alagamento,moderada,72.7,4.94,38.7,33.5,46,98.8,1191,166,553,alto,20.48,Defesa Civil,concluído,Beatae illo cupiditate quia amet hic aperiam occaecati.,451774.05,19,93,71
0517,2024-01-17,00:45,Parque Bitaru,Santos,SP,-23.932555,-46.280927,alagamento,leve,13.1,1.99,93.7,21,76,45,710,77,750,baixo,22.37,Polícia Militar,concluído,Sapiente enim ipsum aliquid recusandae aspernatur assumenda voluptates odit sequi ipsa excepturi vero dolores.,353319.16,156,19,169
0518,2023-06-26,15:01,Centro,Guarujá,SP,-23.857834,-46.346703,inundação,forte,46.9,0.27,27.9,24.3,52,17.2,532,47,153,baixo,6.04,Corpo de Bombeiros,concluído,Recusandae tempora molestias iure sequi accusantium ipsum pariatur culpa perferendis doloribus esse similique repudiandae accusamus delectus.,245706.47,127,16,138
0519,2024-06-26,16:39,Catiapoã,Guarujá,SP,-23.946641,-46.266083,chuva forte,leve,155.1,6.09,39.2,23,60,51.6,4488,16,582,moderado,7.45,Corpo de Bombeiros,em andamento,Culpa porro reiciendis hic esse qui voluptatum iste voluptates est.,200628.42,14,42,101
0520,2025-06-06,01:42,Vila Margarida,Guarujá,SP,-23.875815,-46.313508,vento intenso,leve,186.9,6.64,40.3,20.5,59,105.2,2291,119,367,emergência,8.02,Corpo de Bombeiros,pendente,Inventore est veritatis eius dolorum quod quis saepe.,481732.12,84,114,14
0521,2025-10-21,14:03,Parque Bitaru,Praia Grande,SP,-23.899942,-46.343951,inundação,severa,169.9,4,43.6,18.2,83,119.9,1998,104,454,emergência,11.05,Corpo de Bombeiros,concluído,Ipsa deserunt consequuntur dignissimos delectus dignissimos quam laboriosam ut sit similique expedita adipisci neque.,266080.75,20,35,1
0522,2024-09-30,02:49,Parque Bitaru,São Vicente,SP,-23.877522,-46.287526,maré alta,moderada,100.9,9.16,10.9,21.7,94,101.3,4731,146,170,baixo,11.95,Prefeitura,em andamento,Aliquam reprehenderit nisi alias ex saepe omnis itaque enim incidunt ullam architecto incidunt.,57764.97,42,17,17
0523,2023-05-10,16:49,Aparecida,São Vicente,SP,-23.860355,-46.257589,inundação,forte,191.6,0.73,17.1,24.1,53,18,286,44,342,moderado,23.65,Polícia Militar,concluído,Id at voluptates dignissimos sed ducimus praesentium id.,31870.2,31,94,173
0524,2023-07-09,06:33,Gonzaguinha,Praia Grande,SP,-23.867061,-46.28771,inundação,severa,147.8,3.5,38.7,34.2,82,133.6,3901,58,571,baixo,1.96,Prefeitura,em andamento,Dolorum fuga sed sed quo aperiam facere ipsa quia.,288441.41,107,118,79
0525,2025-04-26,02:41,Vila Margarida,Praia Grande,SP,-23.906871,-46.337067,maré alta,moderada,87.3,3.36,25.2,27.9,92,135.6,1002,0,982,emergência,13.32,Polícia Militar,em andamento,Maxime expedita laudantium nihil quam vero sequi tenetur eaque.,85952.01,115,126,23
0526,2022-12-13,20:09,Gonzaguinha,Guarujá,SP,-23.937355,-46.30414,granizo,moderada,42.8,6,56.5,37.6,61,125.5,214,21,398,baixo,5.84,Defesa Civil,pendente,Doloremque quos similique rerum earum quas dolor fuga totam recusandae maiores mollitia officiis ad.,62948.3,185,118,92
0527,2025-07-29,03:06,Aparecida,Guarujá,SP,-23.883072,-46.305247,alagamento,severa,133.9,1.27,66.8,34.5,51,180.2,1682,197,752,baixo,5.81,Polícia Militar,concluído,Quibusdam occaecati sed quos delectus voluptas cum odit eum.,357459.45,63,34,114
0528,2025-08-08,16:46,Centro,Mongaguá,SP,-23.899901,-46.301922,granizo,forte,152.2,3.07,43.6,21.7,84,110.4,655,161,61,baixo,4.77,Polícia Militar,concluído,Quo ratione recusandae eos distinctio animi sequi.,446531.97,37,158,163
0529,2025-08-06,22:04,Japuí,Praia Grande,SP,-23.895592,-46.278271,vento intenso,severa,29.2,3.96,94.6,22,70,130.6,1899,199,186,emergência,2.1,Defesa Civil,em andamento,Minus nostrum sit est doloribus libero ipsum aliquam ipsum quasi a.,325809.24,11,132,41
0530,2025-07-29,13:56,Gonzaguinha,São Vicente,SP,-23.90592,-46.323394,maré alta,moderada,111.7,8.79,36.6,34.9,51,128,1482,114,827,alto,21.9,Prefeitura,concluído,Incidunt aliquam libero modi occaecati cum id dolorem recusandae temporibus vero repellendus consequuntur adipisci.,465488.84,142,34,142
0531,2025-06-16,18:34,Aparecida,Guarujá,SP,-23.924477,-46.337339,inundação,moderada,76.4,0.48,107.8,22,92,159.4,2328,180,289,emergência,20.46,Corpo de Bombeiros,concluído,Doloremque corrupti a itaque placeat quia voluptas voluptates aliquid.,400486.3,91,57,109
0532,2025-06-15,10:31,Catiapoã,São Vicente,SP,-23.867361,-46.278795,vento intenso,severa,196.5,8.27,54.8,29.3,87,224.2,3751,159,528,baixo,14.91,Corpo de Bombeiros,pendente,Voluptatum praesentium neque autem hic earum velit rem expedita hic aliquam sint cupiditate.,462672.92,177,53,28
0533,2024-10-13,03:04,Centro,São Vicente,SP,-23.925191,-46.325801,maré alta,moderada,171,5.16,31.6,18,58,217,1218,100,717,moderado,8.17,Polícia Militar,em andamento,Veritatis nemo expedita unde dolorum recusandae fugiat quaerat.,154274.25,125,116,27
0534,2023-05-03,02:29,Itararé,São Vicente,SP,-23.937659,-46.323736,vento intenso,forte,138.2,2.11,20.5,33.9,53,208.9,3867,130,476,baixo,18.46,Defesa Civil,concluído,Earum dolorum voluptatum nesciunt ut esse distinctio iste.,100936.53,7,21,120
0535,2024-03-19,21:18,Japuí,Praia Grande,SP,-23.863832,-46.302842,maré alta,leve,63.4,3.56,50.5,15.3,43,88.7,4823,52,227,baixo,0.26,Prefeitura,em andamento,Dignissimos ab veniam possimus ipsa tempora mollitia totam facilis quam quos eaque.,235400.14,141,168,73
0536,2023-10-14,20:57,Catiapoã,Praia Grande,SP,-23.877327,-46.289622,chuva forte,severa,94.6,5.9,11.8,17.4,47,129.2,163,193,407,moderado,5.94,Prefeitura,pendente,Delectus ea minus velit placeat quibusdam odio sunt quisquam laudantium ipsum enim.,149754.54,15,134,12
0537,2023-10-31,18:53,Aparecida,Mongaguá,SP,-23.904329,-46.345346,vento intenso,leve,126.5,1.61,16.6,22.2,78,3.5,2789,78,617,moderado,8.16,Corpo de Bombeiros,pendente,Ratione beatae magni ab tempora assumenda facilis pariatur voluptatem.,216547.73,170,158,180
0538,2023-08-24,23:07,Boqueirão,São Vicente,SP,-23.872005,-46.286473,inundação,severa,73.2,10.34,16.1,29.6,60,170.9,3976,17,45,moderado,14.18,Defesa Civil,pendente,Quas molestiae qui mollitia saepe quae nemo eligendi id accusantium maiores accusamus.,94885.45,111,26,84
0539,2024-10-11,08:55,Boqueirão,Mongaguá,SP,-23.934469,-46.286026,vento intenso,leve,71.8,10.73,3.2,36.3,78,44.2,1062,190,842,emergência,1.28,Prefeitura,pendente,Adipisci ab voluptates ut nulla minima officiis asperiores architecto occaecati aperiam similique reprehenderit magnam quisquam aspernatur.,374943.3,178,35,101
0540,2024-03-17,17:45,Gonzaguinha,Mongaguá,SP,-23.917215,-46.327894,maré alta,moderada,89.1,1.25,92.8,34.3,45,208.9,2647,98,588,baixo,1.87,Prefeitura,pendente,Corrupti libero itaque reprehenderit soluta esse iure modi magnam nulla dolorum minus dolore dolorem officia.,450308.23,90,100,136
0541,2025-08-09,10:37,Catiapoã,São Vicente,SP,-23.854201,-46.27237,maré alta,leve,138.3,9.19,83.9,35.5,78,160.3,3134,26,523,baixo,14.23,Defesa Civil,concluído,Perferendis quae dolorum error soluta doloribus maxime sit odit incidunt ut eius quas possimus.,484096.18,175,179,64
0542,2023-01-29,00:50,Boqueirão,Santos,SP,-23.942199,-46.285269,maré alta,severa,175.9,9.52,25,32.7,50,141.7,868,93,148,alto,6.72,Corpo de Bombeiros,pendente,Cupiditate tempore a labore laboriosam ratione necessitatibus vero explicabo dolorum odio id aliquam.,188495.09,163,33,162
0543,2023-04-24,19:12,Vila Margarida,Mongaguá,SP,-23.920868,-46.342294,maré alta,severa,37.3,9.25,82.3,35.7,86,228.2,4155,126,860,moderado,5.28,Prefeitura,pendente,Itaque nulla blanditiis deleniti aspernatur quisquam quod odit eligendi tenetur autem molestiae cupiditate.,440144.47,6,199,7
